Trace
Swept SA
A.14.12,N9010A
5796400000,-60.5611343383789
5800100000,-38.5197601318359
5803800000,-14.4036598205566
5807500000,-60.8733253479004
5811200000,-61.6612815856934
5814900000,-61.1447296142578
5818600000,-60.0546684265137
5822300000,-16.0431022644043
5826000000,-14.2661333084106
5829700000,-56.2531623840332
5833400000,-60.7653007507324
5837100000,-59.6994934082031
5840800000,-49.7301864624023
5844500000,-60.7815322875977
5848200000,-54.049144744873
5851900000,-51.3549728393555
5855600000,-56.7833213806152
5859300000,-51.1447372436523
5863000000,-61.1226005554199
5866700000,-51.425952911377
5870400000,-60.1402053833008
5874100000,-60.7841148376465
5877800000,-44.2794952392578
5881500000,-55.2103118896484
5885200000,-46.6469383239746
5888900000,-50.9106712341309
5892600000,-46.8610191345215
5896300000,-55.8383750915527
5900000000,-59.7802047729492
